ID;Datum;Frage 1 - Welches Geschlecht hast du?;Frage 2 - Wie alt bist du?;Frage 3 - Studierst du aktuell?;Frage 4 - Ich bin mit dem Bereich Verteidigung / Defense als mögliches Tätigkeitsfeld vertraut.;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gehalt;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gutes Arbeitsklima;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Übereinstimmung mit moralischen Werten;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Work-Life-Balance;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gesellschaftlicher Beitrag;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Interesse & Spaß an der Tätigkeit;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Jobsicherheit;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Karriere & Aufstiegsmöglichkeiten;Frage 6 - Was studierst du?;Frage 7 - In welchem Semester bist du?;Frage 8 - In meinem Studiengang wird (Berufs)ethik thematisiert.;Frage 9 - Ich fühle mich durch mein Studium ausreichend auf ethische Fragen in meinem Berufsfeld vorbereitet.;Frage 10 - In welchem Bereich arbeitest du?;Frage 11 - (Berufs)ethik bietet für mich eine Orientierung für mein Handeln.;Frage 12 - Ich kann mir vorstellen, in einem Unternehmen oder Projekt mit Bezug zum Rüstungs-/Verteidigungsbereich zu arbeiten.;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Schutz demokratischer Werte und staatlicher Souveränität;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Geopolitische Verantwortung Deutschlands / Europas;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Berufliche Perspektiven (Karrierechancen);Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Finanzielle Gründe;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Technische Innovation und interessante Projekte;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Keiner der Gründe;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Moralische / ethische Bedenken;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Politische Überzeugung;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Unklare rechtliche Verantwortung;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Keiner der Gründe;Frage 15 - Ich kann mir vorstellen, an einem Forschungsprojekt mit militärischer Förderung teilzunehmen.;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der/Die Ingenieur*in selbst;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Arbeitgeber;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Gesetzgeber /Die Politik;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Auftraggeber;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Die Gesellschaft als Ganzes;Frage 17 - Szenario: Du erhältst zwei gleichwertige Stellenangebote: Angebot A von einer zivilen Firma. Angebot B von einem Rüstungskonzern mit 20 % höherem Gehalt. Vom Inhalt her sind die beiden Angebote gleich herausfordernd und interessant. Was würdest du tun?;Frage 18 - Ich hätte Bedenken, wenn Produkte oder Software, die ich in einem zivilen Unternehmen entwickelt habe, auch im militärischen Bereich verwendet werden (Dual-Use)?;Frage 19 - Ich hätte Gewissenskonflikte, wenn ich im Defense-Bereich arbeiten würde.;Frage 20 - Meine Einstellung zur Arbeit im Verteidigungsbereich hat sich in den letzten 2-3 Jahren verändert.;Frage 21 - Gibt es etwas, das du zum Thema Berufsethik und Defense ergänzen möchtest?;ist anonym;abgeschlossen;beendet;Beantwortungsdauer (in s);Antwort-Quote;Sprache;Startzeit;Endzeit;Laufzeit;Dauer für Seite 1 (in s);Dauer für Seite 2 (in s);Dauer für Seite 3 (in s);Dauer für Seite 4 (in s);Dauer für Seite 5 (in s)
188;12.06.26;Männlich;18-22;Ja;2;5;2;6;7;4;1;8;3;Social Data Science & Communication;1./2. Semester;Ja;3;Anderes;4;3;;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;1;2;4;3;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;2;4;;1;1;1;237.21;95.24%;de;12.06.26;12.06.26; 00:03:58;47;32;19;53;86
189;12.06.26;Weiblich;18-22;Ja;4;3;2;7;4;8;1;5;6;Social Data Science & Communication;3./4. Semester;Ja;4;Ich arbeite nicht;3;3;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;3;5;4;1;3;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;2;3;;1;1;1;192;95.24%;de;12.06.26;12.06.26; 00:03:13;58;12;11;61;50
190;12.06.26;Weiblich;18-22;Ja;4;1;7;4;2;8;3;5;6;Social Data Science & Communication;3./4. Semester;Ja;4;Ich arbeite nicht;5;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;2;4;3;2;1;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;5;4;;1;1;1;147.17;95.24%;de;12.06.26;12.06.26; 00:02:28;41;14;9;56;28
191;12.06.26;Männlich;18-22;Ja;5;2;6;8;1;7;4;5;3;Social Data Science & Communication;3./4. Semester;Ja;5;Data Science / Data Engineering;1;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;3;2;4;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;128.39;95.24%;de;12.06.26;12.06.26; 00:02:09;37;17;16;13;46
192;12.06.26;Männlich;18-22;Ja;3;2;7;6;4;5;3;1;8;Social Data Science & Communication;1./2. Semester;Ja, aber nur am Rande;2;Ich arbeite nicht;4;2;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;;Politische Überzeugung;Unklare rechtliche Verantwortung;;;;4;4;3;2;1;5;Ich würde Angebot A wählen;2;3;4;;1;1;1;254.42;95.24%;de;12.06.26;12.06.26; 00:04:15;44;20;19;80;91
194;12.06.26;Männlich;23-27;Ja;3;2;5;1;6;7;4;8;3;Social Data Science & Communication;1./2. Semester;Ja;3;Anderes;3;3;;;;;;Keiner der Gründe;;;;;;Keiner der Gründe;3;5;4;2;3;1;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;3;3;3;;1;1;1;378.05;95.24%;de;12.06.26;12.06.26; 00:06:19;113;27;18;46;175
195;14.06.26;Männlich;18-22;Ja;2;4;3;5;1;8;6;7;2;Social Data Science & Communication;3./4. Semester;Ja, aber nur am Rande;2;Anderes;1;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;1;2;4;1;5;3;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;1;5;4;;1;1;1;131.99;95.24%;de;14.06.26;14.06.26; 00:02:12;19;18;11;35;49
196;15.06.26;Männlich;18-22;Ja;5;1;2;8;4;6;3;7;5;International Business / BWL;3./4. Semester;Ja;3;Ich arbeite nicht;4;4;;Geopolitische Verantwortung Deutschlands / Europas;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;4;5;4;3;2;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;4;3;;1;1;1;182;95.24%;de;15.06.26;15.06.26; 00:03:02;50;23;11;37;61
197;15.06.26;Weiblich;18-22;Ja;4;1;6;7;5;8;4;3;2;International Business / BWL;3./4. Semester;Ja, aber nur am Rande;2;Anderes;2;4;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;Politische Überzeugung;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;2;4;3;2;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;4;5;;1;1;1;256.38;95.24%;de;15.06.26;15.06.26; 00:04:17;51;19;27;82;78
198;15.06.26;Weiblich;18-22;Ja;2;6;3;5;8;7;1;4;2;International Business / BWL;7./8. Semester;Ja;4;Informatik / Software Engineering;4;1;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;4;2;5;3;4;1;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;5;4;Ich überlege viel wie es wäre wenn ich eine Stelle bei Airbus Aviation angeboten bekommen würde , es ist ja nicht Airbus Defence aber trotzdem. Es wäre ja als würde man für Diehl aber nicht Diehl Defence arbeiten. So ich wünschte die würden den Bereich nicht haben weil es an sich coole Firmen sind (siehe auch Boeing, Yamaha, Google…);1;1;1;302.85;100%;de;15.06.26;15.06.26; 00:05:03;36;39;24;41;163
199;15.06.26;Weiblich;18-22;Ja;2;1;3;8;2;7;5;4;6;International Business / BWL;7./8. Semester;Ja, aber nur am Rande;3;Anderes;2;2;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;3;5;2;1;3;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;5;3;;1;1;1;266.74;95.24%;de;15.06.26;15.06.26; 00:04:27;49;52;48;47;72
200;15.06.26;Weiblich;18-22;Ja;3;6;3;1;2;5;4;8;7;International Business / BWL;7./8. Semester;Ja, aber nur am Rande;2;Anderes;4;3;;Geopolitische Verantwortung Deutschlands / Europas;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;2;5;3;1;4;2;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;4;4;;1;1;1;194.89;95.24%;de;15.06.26;15.06.26; 00:03:15;55;16;14;63;46
201;15.06.26;Weiblich;18-22;Ja;1;3;2;6;5;8;4;7;1;International Business / BWL;3./4. Semester;Ja, aber nur am Rande;4;Ich arbeite nicht;2;1;;;;;;Keiner der Gründe;;Politische Überzeugung;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;2;1;5;2;3;4;Ich würde Angebot A wählen;2;5;2;;1;1;1;271.25;95.24%;de;15.06.26;15.06.26; 00:04:32;58;24;13;121;55
202;15.06.26;Weiblich;18-22;Ja;1;2;3;8;5;7;1;6;4;International Business / BWL;3./4. Semester;Ja, aber nur am Rande;1;Anderes;5;3;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;Moralische / ethische Bedenken;;;;;;3;5;2;3;1;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;5;5;2;;1;1;1;270.57;95.24%;de;15.06.26;15.06.26; 00:04:31;73;24;20;51;103
203;15.06.26;Männlich;18-22;Ja;4;2;1;8;5;6;4;3;7;International Business / BWL;3./4. Semester;Ja;4;Wirtschaftsingenieurwesen;4;5;;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;Unklare rechtliche Verantwortung;;;;5;3;1;4;2;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;4;2;4;;1;1;1;282.95;95.24%;de;15.06.26;15.06.26; 00:04:43;79;37;19;58;91
204;15.06.26;Männlich;23-27;Ja;4;8;3;7;2;4;1;5;6;International Business / BWL;5./6. Semester;Ja, aber nur am Rande;3;Ich arbeite nicht;3;3;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;;;3;4;3;1;2;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;2;4;Es ist vergleichlich mit anderen Branchen. Es kommt mehr auf das Unternehmen an. Z.b. Fast Food schadet Kunden mit Diabetes;1;1;1;439.01;100%;de;15.06.26;15.06.26; 00:07:20;85;24;14;70;246
205;15.06.26;Weiblich;18-22;Ja;1;1;6;5;2;7;3;4;8;International Business / BWL;7./8. Semester;Ja;4;Ich arbeite nicht;4;2;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;3;4;3;1;2;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;4;2;;1;1;1;218.36;95.24%;de;15.06.26;15.06.26; 00:03:39;78;15;11;49;65
206;15.06.26;Weiblich;18-22;Ja;4;1;7;5;4;8;2;6;3;International Business / BWL;5./6. Semester;Ja, aber nur am Rande;4;Ich arbeite nicht;3;3;;;;Finanzielle Gründe;;;;;;;;Keiner der Gründe;4;5;2;3;1;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;3;;1;1;1;277.31;95.24%;de;15.06.26;15.06.26; 00:04:38;108;17;17;27;108
207;15.06.26;Männlich;23-27;Ja;5;2;6;5;3;8;1;7;4;International Business / BWL;3./4. Semester;Ja;5;Anderes;2;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;Finanzielle Gründe;;;;;;;;Keiner der Gründe;4;5;4;2;3;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;2;4;;1;1;1;375.32;95.24%;de;15.06.26;15.06.26; 00:06:16;111;25;20;131;89
209;15.06.26;Weiblich;18-22;Ja;3;5;2;3;4;6;1;8;7;International Business / BWL;3./4. Semester;Ja;3;Anderes;5;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;;;;;;Keiner der Gründe;4;5;3;2;1;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;3;3;Mir ist die deutsche Demokratie und Europas Sicherheit wichtig. Wenn dies Dutch Mächte auserhalb in gefahr ist, dann finde ich ein Militar wichtig und angebracht;1;1;1;489.55;100%;de;15.06.26;15.06.26; 00:08:10;113;25;30;88;234
210;15.06.26;Weiblich;28-34;Ja;2;4;5;6;1;8;7;2;3;International Business / BWL;7./8. Semester;Nein;2;Ich arbeite nicht;3;1;;;;Finanzielle Gründe;;;;Politische Überzeugung;;;;;1;5;2;4;1;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;5;1;;1;1;1;335.3;95.24%;de;15.06.26;15.06.26; 00:05:36;83;48;31;51;123
211;15.06.26;Männlich;23-27;Ja;3;2;8;7;1;6;4;5;3;International Business / BWL;5./6. Semester;Ja, aber nur am Rande;3;Anderes;3;3;;;Berufliche Perspektiven (Karrierechancen);;;;;;;;;Keiner der Gründe;4;2;1;4;5;3;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;3;4;;1;1;1;315.14;95.24%;de;15.06.26;15.06.26; 00:05:16;134;20;28;65;68
212;15.06.26;Männlich;18-22;Ja;3;2;1;3;5;6;4;7;8;International Business / BWL;3./4. Semester;Ja;4;Ich arbeite nicht;4;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;Unklare rechtliche Verantwortung;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;1;5;3;1;4;2;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;5;1;;1;1;1;112.99;95.24%;de;15.06.26;15.06.26; 00:01:53;38;11;9;21;34
213;15.06.26;Männlich;18-22;Ja;4;5;6;2;3;8;4;1;7;International Business / BWL;5./6. Semester;Ja;4;Wirtschaftsingenieurwesen;5;3;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;Moralische / ethische Bedenken;Politische Überzeugung;Unklare rechtliche Verantwortung;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;2;4;3;2;1;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;5;5;;1;1;1;148.85;95.24%;de;15.06.26;15.06.26; 00:02:29;45;12;13;47;33
214;15.06.26;Weiblich;18-22;Ja;1;2;6;7;4;8;1;5;3;International Business / BWL;1./2. Semester;Ja, aber nur am Rande;2;Ich arbeite nicht;3;4;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;;;Unklare rechtliche Verantwortung;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;2;5;4;2;3;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;2;;1;1;1;220.86;95.24%;de;15.06.26;15.06.26; 00:03:41;58;19;25;41;78
216;16.06.26;Weiblich;23-27;Ja;2;7;4;1;3;5;2;6;8;Elektrotechnik;1./2. Semester;Weiß ich nicht;2;Anderes;4;2;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;Politische Überzeugung;;;;;4;2;1;3;5;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;3;2;;1;1;1;219.61;95.24%;de;16.06.26;16.06.26; 00:03:40;63;20;17;41;79
217;16.06.26;Männlich;18-22;Ja;2;3;1;5;4;7;2;6;8;Elektrotechnik;1./2. Semester;Weiß ich nicht;3;Elektrotechnik;4;2;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;4;4;2;3;1;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;3;4;1;;1;1;1;233.21;95.24%;de;16.06.26;16.06.26; 00:03:54;63;27;15;48;80
218;16.06.26;Männlich;18-22;Ja;3;1;2;7;4;5;6;3;8;Elektrotechnik;1./2. Semester;Nein;3;Elektrotechnik;3;2;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;Unklare rechtliche Verantwortung;;;;4;3;1;4;5;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;3;2;;1;1;1;272.53;95.24%;de;16.06.26;16.06.26; 00:04:33;74;20;23;65;91
219;16.06.26;Männlich;18-22;Ja;3;7;2;3;6;8;1;5;4;Elektrotechnik;1./2. Semester;Ja, aber nur am Rande;4;Ich arbeite nicht;4;4;Schutz demokratischer Werte und staatlicher Souveränität;;;;;;;;;;;Keiner der Gründe;4;5;1;2;4;3;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;2;2;;1;1;1;6187.56;95.24%;de;16.06.26;16.06.26; 01:43:08;84;21;57;54;5971
220;16.06.26;Weiblich;23-27;Ja;1;4;1;6;2;8;7;3;5;Elektrotechnik;1./2. Semester;Weiß ich nicht;1;Elektrotechnik;4;2;;;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;;;2;5;1;3;2;4;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;4;1;;1;1;1;197.27;95.24%;de;16.06.26;16.06.26; 00:03:18;48;16;27;39;67
222;16.06.26;Männlich;18-22;Ja;2;5;1;6;8;7;3;2;4;Elektrotechnik;1./2. Semester;Ja, aber nur am Rande;4;Informatik / Software Engineering;3;2;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;;;2;5;4;2;1;3;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;4;1;;1;1;1;270.81;95.24%;de;16.06.26;16.06.26; 00:04:31;83;32;23;53;80
223;16.06.26;Männlich;18-22;Ja;2;4;3;7;2;8;1;5;6;Elektrotechnik;1./2. Semester;Nein;1;Elektrotechnik;1;4;;;;;Technische Innovation und interessante Projekte;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;5;4;1;2;3;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;5;1;3;;1;1;1;273.89;95.24%;de;16.06.26;16.06.26; 00:04:34;64;24;62;40;85
224;16.06.26;Männlich;23-27;Ja;5;1;5;8;2;7;3;4;6;Elektrotechnik;1./2. Semester;Nein;5;Elektrotechnik;1;5;;;;Finanzielle Gründe;;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;3;4;2;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;3;;1;1;1;209.45;95.24%;de;16.06.26;16.06.26; 00:03:30;105;26;14;28;35
225;16.06.26;Männlich;18-22;Ja;3;3;4;8;7;6;1;5;2;Elektrotechnik;1./2. Semester;Nein;1;Elektrotechnik;1;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;236.23;95.24%;de;16.06.26;16.06.26; 00:03:57;83;29;13;53;58
226;16.06.26;Männlich;18-22;Ja;4;2;8;4;1;6;7;3;5;Elektrotechnik;1./2. Semester;Nein;3;Elektrotechnik;3;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;;;3;4;3;1;2;5;Ich würde Angebot A wählen;3;2;3;;1;1;1;271.51;95.24%;de;16.06.26;16.06.26; 00:04:32;83;31;28;54;76
227;16.06.26;Männlich;23-27;Ja;1;3;2;4;8;7;1;6;5;Elektrotechnik;1./2. Semester;Nein;1;Anderes;5;2;;;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;;;3;3;2;4;1;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;3;4;2;;1;1;1;400.84;95.24%;de;16.06.26;16.06.26; 00:06:41;97;30;45;69;160
228;16.06.26;Männlich;23-27;Ja;2;6;5;7;2;8;1;3;4;Elektrotechnik;1./2. Semester;Nein;2;Elektrotechnik;4;2;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;;;Unklare rechtliche Verantwortung;;;;4;5;4;2;3;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;2;4;;1;1;1;442.46;95.24%;de;16.06.26;16.06.26; 00:07:23;105;43;27;65;202
229;16.06.26;Weiblich;18-22;Ja;4;5;2;7;4;6;1;8;3;Elektrotechnik;1./2. Semester;Nein;4;Elektrotechnik;5;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;3;5;1;4;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;1;4;;1;1;1;336.9;95.24%;de;16.06.26;16.06.26; 00:05:37;90;27;16;43;160
230;16.06.26;Männlich;18-22;Ja;2;3;2;4;1;8;5;6;7;Elektrotechnik;1./2. Semester;Nein;5;Elektrotechnik;1;4;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;4;4;3;2;1;5;Ich würde Angebot A wählen;2;3;4;;1;1;1;389.08;95.24%;de;16.06.26;16.06.26; 00:06:30;164;14;22;103;86
232;16.06.26;Männlich;18-22;Ja;3;1;2;8;7;5;3;6;4;Elektrotechnik;1./2. Semester;Weiß ich nicht;5;Ich arbeite nicht;1;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;3;1;4;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;Ganz schnelle Prozesse wie Raketenerfassung sind cool ich mag Explosionen;1;1;1;486.74;100%;de;16.06.26;16.06.26; 00:08:07;245;30;35;57;120
233;16.06.26;Männlich;23-27;Ja;3;1;8;4;3;6;2;5;7;Social Data Science & Communication;1./2. Semester;Ja, aber nur am Rande;4;Ich arbeite nicht;4;2;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;3;4;3;1;2;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;5;4;;1;1;1;141.66;95.24%;de;16.06.26;16.06.26; 00:02:22;59;14;8;33;26
235;16.06.26;Männlich;18-22;Ja;2;5;1;6;4;8;2;3;7;Elektrotechnik;1./2. Semester;Weiß ich nicht;2;Anderes;4;4;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;2;3;4;1;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;2;2;;1;1;1;10075.09;95.24%;de;16.06.26;16.06.26; 02:47:56;9677;39;80;82;198
236;16.06.26;Männlich;23-27;Ja;3;7;2;8;4;6;1;3;5;Social Data Science & Communication;3./4. Semester;Ja;3;Ich arbeite nicht;3;3;;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;3;5;4;2;3;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;3;3;;1;1;1;245.25;95.24%;de;16.06.26;16.06.26; 00:04:06;75;29;22;39;81
237;16.06.26;Männlich;28-34;Ja;5;3;2;4;6;7;1;8;5;Social Data Science & Communication;3./4. Semester;Ja;3;Anderes;2;5;;;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;3;1;2;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;1;1;Gesamtgesellschaftlich ist Defense ethisch nicht verwerflich. Es ist eine tragende Säule des Staates. Ein Staat braucht das Militär und die Polizei, aber nicht jeder muss Polizist oder Soldat werden.;1;1;1;590.9;100%;de;16.06.26;16.06.26; 00:09:51;61;33;39;56;402
238;17.06.26;Männlich;23-27;Ja;5;1;6;8;3;7;5;2;4;Elektrotechnik;1./2. Semester;Nein;5;Elektrotechnik;1;5;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;3;2;4;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;1;1;;1;1;1;174.86;95.24%;de;17.06.26;17.06.26; 00:02:55;38;27;17;24;69
